tiempo,amplitud
12.720000,-0.0343621
12.730000,-0.0347117
12.740000,-0.0259508
12.750000,0.00126282
12.760000,0.0323928
12.770000,0.0426441
12.780000,0.03456
12.790000,0.0282932
12.800000,0.0298022
12.810000,0.0402375
12.820000,0.0513003
12.830000,0.0434462
12.840000,0.0220882
12.850000,0.0125907
12.860000,0.0127607
12.870000,0.0107924
12.880000,0.0121717
12.890000,0.0135777
12.900000,0.00971711
12.910000,0.00664366
12.920000,0.00459602
12.930000,0.00278116
12.940000,0.00458711
12.950000,0.00671754
12.960000,0.00533176
12.970000,0.0021085
12.980000,0.000259714
12.990000,0.0044333
13.000000,0.0158862
13.010000,0.0342096
13.020000,0.037214
13.030000,0.00895196
13.040000,-0.0102906
13.050000,-0.0143508
13.060000,-0.0305308
13.070000,-0.0362502
13.080000,-0.027852
13.090000,-0.0297722
13.100000,-0.0302821
13.110000,-0.0207119
13.120000,-0.0108516
13.130000,-0.00192771
13.140000,0.00100489
13.150000,0.00160945
13.160000,0.00983322
13.170000,0.02466
13.180000,0.044529
13.190000,0.0578493
13.200000,0.0561369
13.210000,0.0482712
13.220000,0.0382283
13.230000,0.0283873
13.240000,0.0257475
13.250000,0.0281705
13.260000,0.0265459
13.270000,0.0206078
13.280000,0.0161979
13.290000,0.0120279
13.300000,0.00714359
13.310000,0.00723719
13.320000,0.0114191
13.330000,0.00973395
13.340000,0.00125007
13.350000,0.000565241
13.360000,0.00519965
13.370000,0.00162743
13.380000,0.00295346
13.390000,0.00947892
13.400000,0.00437531
13.410000,-0.00250644
13.420000,0.000120745
13.430000,0.00475134
13.440000,0.00677297
13.450000,0.0122243
13.460000,0.0200183
13.470000,0.0234326
13.480000,0.0249682
13.490000,0.024739
13.500000,0.0207535
13.510000,0.0166343
13.520000,0.0123524
13.530000,0.00748516
13.540000,0.00532481
13.550000,0.00789896
13.560000,0.0176722
13.570000,0.0273798
13.580000,0.0268178
13.590000,0.0188935
13.600000,0.00923127
13.610000,-8.24258e-05
13.620000,-0.00895982
13.630000,-0.0106537
13.640000,-0.00880631
13.650000,-0.0134709
13.660000,-0.0143942
13.670000,-0.0103202
13.680000,-0.00762009
13.690000,0.00149152
13.700000,0.0115115
13.710000,0.00757052
13.720000,-0.00269522
13.730000,-0.00905294
13.740000,-0.0142202
13.750000,-0.0165557
13.760000,-0.018299
13.770000,-0.0259109
13.780000,-0.0333769
13.790000,-0.033921
13.800000,-0.028851
13.810000,-0.0179202
13.820000,-0.00956548
13.830000,-0.00736023
13.840000,0.00553035
13.850000,0.0267778
13.860000,0.034827
13.870000,0.0262263
13.880000,0.0154207
13.890000,0.013011
13.900000,0.0143383
13.910000,0.00886268
13.920000,-0.00577492
13.930000,-0.0165882
13.940000,-0.016602
13.950000,-0.00858528
13.960000,0.00266763
13.970000,0.00284215
13.980000,-0.00562876
13.990000,-0.013296
14.000000,-0.0230104
14.010000,-0.0317834
14.020000,-0.0327804
14.030000,-0.0325657
14.040000,-0.0410107
14.050000,-0.0473643
14.060000,-0.0446325
14.070000,-0.0441544
14.080000,-0.0470613
14.090000,-0.0461948
14.100000,-0.0402171
14.110000,-0.0255036
14.120000,-0.00727578
14.130000,-0.00487973
14.140000,-0.0102318
14.150000,-0.000689457
14.160000,0.0123751
14.170000,0.01688
14.180000,0.0178681
14.190000,0.00549925
14.200000,-0.0180811
14.210000,-0.027796
14.220000,-0.0247762
14.230000,-0.0201927
14.240000,-0.0164379
14.250000,-0.0203717
14.260000,-0.0264316
14.270000,-0.0307385
14.280000,-0.0383909
14.290000,-0.0352164
14.300000,-0.0157288
14.310000,-0.0112514
14.320000,-0.0287022
14.330000,-0.042883
14.340000,-0.0482339
14.350000,-0.0451942
14.360000,-0.031116
14.370000,-0.0159795
14.380000,-0.00840627
14.390000,-0.000854105
14.400000,0.00813179
14.410000,0.00777017
14.420000,0.00136314
14.430000,-0.00132817
14.440000,0.000171755
14.450000,0.000326474
14.460000,-0.00811771
14.470000,-0.020947
14.480000,-0.0286159
14.490000,-0.026197
14.500000,-0.0123765
14.510000,0.000533733
14.520000,6.33141e-05
14.530000,-0.00557878
14.540000,-0.00404118
14.550000,0.00146524
14.560000,0.00245531
14.570000,-0.000400282
14.580000,-3.31708e-05
14.590000,0.00416687
14.600000,0.00605768
14.610000,0.00388124
14.620000,0.000842924
14.630000,-0.000585824
14.640000,-0.00308402
14.650000,-0.0095094
14.660000,-0.0119606
14.670000,-0.00747163
14.680000,-0.00773311
14.690000,-0.00848535
14.700000,-0.000599904
14.710000,0.00533809
14.720000,0.00363072
14.730000,-0.0078655
14.740000,-0.0215301
14.750000,-0.0214515
14.760000,-0.0168017
14.770000,-0.012871
14.780000,-0.00593119
14.790000,-0.00556796
14.800000,-0.00771906
14.810000,-0.00321746
14.820000,0.00172273
14.830000,0.00602646
14.840000,0.00919775
14.850000,0.00420461
14.860000,-0.00386871
14.870000,-0.00588031
14.880000,-0.0039993
14.890000,-0.0010254
14.900000,0.00402072
14.910000,-0.000524243
14.920000,-0.00936037
14.930000,-0.00568901
14.940000,-0.00260555
14.950000,-0.00207108
14.960000,-0.00114727
14.970000,-0.00808115
14.980000,-0.0154772
14.990000,-0.0186266
15.000000,-0.0178997
15.010000,-0.0131907
15.020000,-0.0105274
15.030000,-0.0107866
15.040000,-0.0120904
15.050000,-0.00965389
15.060000,0.00211625
15.070000,0.00667481
15.080000,-0.00128782
15.090000,-0.00187227
15.100000,0.0018248
15.110000,0.000848012
15.120000,0.000929625
15.130000,0.00205035
15.140000,0.00123128
15.150000,-0.00113277
15.160000,-0.00358308
15.170000,-0.00611089
15.180000,-0.00734522
15.190000,-0.00430063
15.200000,0.000132138
15.210000,0.000433896
15.220000,-0.00203464
15.230000,-0.000894289
15.240000,0.00345492
15.250000,0.00507581
15.260000,0.00345062
15.270000,0.00312366
15.280000,0.00586153
15.290000,0.00846006
15.300000,0.00990094
15.310000,0.00999533
15.320000,0.00834018
15.330000,0.00791147
15.340000,0.00846447
15.350000,0.0075156
15.360000,0.00624993
15.370000,0.00567147
15.380000,0.00685724
15.390000,0.00612816
15.400000,-0.00419904
15.410000,-0.0172922
15.420000,-0.0220589
15.430000,-0.0203291
15.440000,-0.0153034
15.450000,-0.0065373
15.460000,0.00242092
15.470000,0.0096907
15.480000,0.0159939
15.490000,0.0225794
15.500000,0.0327288
15.510000,0.0419814
15.520000,0.0394298
15.530000,0.0266995
15.540000,0.0180833
15.550000,0.0155038
15.560000,0.0150176
15.570000,0.0162998
15.580000,0.0173603
15.590000,0.0186225
15.600000,0.0162292
15.610000,0.00955922
15.620000,0.00819872
15.630000,0.0122938
15.640000,0.0137166
15.650000,0.0104445
15.660000,0.00403386
15.670000,0.000179636
15.680000,0.000900369
15.690000,-0.00170947
15.700000,-0.00274439
15.710000,0.00654701
15.720000,0.0154725
15.730000,0.0223347
15.740000,0.0344957
15.750000,0.0465879
15.760000,0.0529288
15.770000,0.0509501
15.780000,0.0406926
15.790000,0.0240117
15.800000,0.00848894
15.810000,0.000765498
15.820000,-0.00377821
15.830000,-0.00476096
15.840000,-0.00355441
15.850000,-0.00374307
15.860000,-0.00363976
15.870000,-0.0008467
15.880000,0.00565102
15.890000,0.0117738
15.900000,0.0162378
15.910000,0.0156199
15.920000,0.00958261
15.930000,0.00667761
15.940000,0.00589332
15.950000,0.00300476
15.960000,0.000141599
15.970000,0.000919979
15.980000,0.00670879
15.990000,0.0125848
16.000000,0.0178925
16.010000,0.0203179
16.020000,0.011338
16.030000,-0.00063983
16.040000,-0.00423717
16.050000,-0.00538059
16.060000,-0.00602463
16.070000,-0.0038987
16.080000,-0.0055018
16.090000,-0.00923106
16.100000,-0.00694812
16.110000,-0.00249398
16.120000,-0.000685058
16.130000,0.00195578
16.140000,0.00649495
16.150000,0.00920799
16.160000,0.00801921
16.170000,0.00423428
16.180000,-0.000238416
16.190000,-0.00537524
16.200000,-0.0121636
16.210000,-0.0187043
16.220000,-0.023682
16.230000,-0.0272375
16.240000,-0.0283644
16.250000,-0.029076
16.260000,-0.0307349
16.270000,-0.0312457
16.280000,-0.0292121
16.290000,-0.0256594
16.300000,-0.0175382
16.310000,-0.00295947
16.320000,0.0108912
16.330000,0.0225396
16.340000,0.0306274
16.350000,0.0305825
16.360000,0.0268204
16.370000,0.0240278
16.380000,0.0207784
16.390000,0.0132654
16.400000,0.00327255
16.410000,-0.00656114
16.420000,-0.0119387
16.430000,-0.0042774
16.440000,0.00508921
16.450000,0.00570869
16.460000,0.0095594
16.470000,0.0150684
16.480000,0.0118875
16.490000,0.00196596
16.500000,-0.0136267
16.510000,-0.0277109
16.520000,-0.0299918
16.530000,-0.0244681
16.540000,-0.022128
16.550000,-0.0257859
16.560000,-0.0274298
16.570000,-0.0225988
16.580000,-0.0116119
16.590000,-0.00219054
16.600000,-0.000450849
16.610000,-0.00146271
16.620000,-0.00492893
16.630000,-0.0110015
16.640000,-0.0135105
16.650000,-0.0114367
16.660000,-0.011984
16.670000,-0.0145709
16.680000,-0.0113477
16.690000,-0.00504978
16.700000,-0.00354409
16.710000,-0.00610599
16.720000,-0.00721309
16.730000,-0.00582355
16.740000,-0.00669032
16.750000,-0.0113925
16.760000,-0.0157067
16.770000,-0.0155076
16.780000,-0.0101341
16.790000,-0.00613976
16.800000,-0.00663274
16.810000,-0.00644577
16.820000,-0.00420246
16.830000,-0.00139904
16.840000,0.00148441
16.850000,0.00594265
16.860000,0.011879
16.870000,0.0151369
16.880000,0.0171742
16.890000,0.0200615
16.900000,0.0185383
16.910000,0.0140244
16.920000,0.0139444
16.930000,0.0160271
16.940000,0.0162527
16.950000,0.0172433
16.960000,0.0184527
16.970000,0.0169031
16.980000,0.0142087
16.990000,0.0142013
17.000000,0.0178648
17.010000,0.0223842
17.020000,0.0220041
17.030000,0.0121981
17.040000,-0.00274809
17.050000,-0.0166886
17.060000,-0.0246189
17.070000,-0.0221049
17.080000,-0.0157324
17.090000,-0.0130586
17.100000,-0.0125726
17.110000,-0.0092993
17.120000,-0.000468839
17.130000,0.00995294
17.140000,0.0141016
17.150000,0.0107541
17.160000,0.00455632
17.170000,-0.00941363
17.180000,-0.0258324
17.190000,-0.0284621
17.200000,-0.021713
17.210000,-0.0163021
17.220000,-0.0159988
17.230000,-0.0151864
17.240000,-0.00865277
17.250000,-0.00314914
17.260000,-0.000133207
17.270000,0.000315556
17.280000,-0.00107251
17.290000,-0.000223657
17.300000,-0.00335356
17.310000,-0.00810079
17.320000,-0.00393788
17.330000,0.00253252
17.340000,0.00152419
17.350000,-0.00414607
17.360000,-0.0059931
17.370000,-0.00201429
17.380000,-0.000546014
17.390000,-0.00578306
17.400000,-0.00930261
17.410000,-0.00674009
17.420000,-0.00487571
17.430000,-0.00667662
17.440000,-0.007864
17.450000,-0.00639629
17.460000,-0.0046621
17.470000,-0.0034391
17.480000,-0.00162722
17.490000,-0.00137233
17.500000,-0.00468771
17.510000,-0.00494711
17.520000,0.00559409
17.530000,0.0169142
17.540000,0.0128904
17.550000,0.00459895
17.560000,0.0101624
17.570000,0.0179337
17.580000,0.0140907
17.590000,0.00609139
17.600000,0.00572577
17.610000,0.0131275
17.620000,0.0183978
17.630000,0.0165429
17.640000,0.0095879
17.650000,0.00132763
17.660000,-0.000949703
17.670000,0.00736363
17.680000,0.0161021
17.690000,0.0128213
17.700000,0.0029479
17.710000,-0.00558735
17.720000,-0.0100901
17.730000,-0.00243722
17.740000,0.00616841
17.750000,0.00190802
17.760000,7.5681e-05
17.770000,0.00656723
17.780000,0.012156
17.790000,0.0171159
17.800000,0.0246472
17.810000,0.0292147
17.820000,0.01948
17.830000,-9.16546e-05
17.840000,-0.00418851
17.850000,0.00783137
17.860000,0.00647957
17.870000,-0.00658012
17.880000,-0.00802486
17.890000,0.00102045
17.900000,0.0112245
17.910000,0.0197885
17.920000,0.0172291
17.930000,0.00715915
17.940000,0.00339045
17.950000,0.00268583
17.960000,0.00379473
17.970000,0.00129868
17.980000,-0.0123566
17.990000,-0.0242546
18.000000,-0.0210547
18.010000,-0.00337077
18.020000,0.00810775
18.030000,-0.00125675
18.040000,-0.0111818
18.050000,-0.00838774
18.060000,-0.00466293
18.070000,-0.0044198
18.080000,-0.00443684
18.090000,-0.0070272
18.100000,-0.0115227
18.110000,-0.0148646
18.120000,-0.0136575
18.130000,-0.00631651
18.140000,-0.000891249
18.150000,-0.000738244
18.160000,0.00187562
18.170000,0.00837629
18.180000,0.0151546
18.190000,0.0220104
18.200000,0.0211956
18.210000,0.0101662
18.220000,-0.00040702
18.230000,-0.00645145
18.240000,-0.00980137
18.250000,-0.012779
18.260000,-0.0164707
18.270000,-0.0193729
18.280000,-0.0181202
18.290000,-0.0120619
18.300000,-0.00764124
18.310000,-0.00868023
18.320000,-0.01136
18.330000,-0.00925389
18.340000,-0.00282456
18.350000,0.00232748
18.360000,0.00971006
18.370000,0.0217185
18.380000,0.0289696
18.390000,0.0299047
18.400000,0.032743
18.410000,0.0365163
18.420000,0.0355037
18.430000,0.0293703
18.440000,0.0198846
18.450000,0.00946874
18.460000,-0.00110915
18.470000,-0.0115107
18.480000,-0.012936
18.490000,-0.00540488
18.500000,-0.00515734
18.510000,-0.0115002
18.520000,-0.0135956
18.530000,-0.0120498
18.540000,-0.00590141
18.550000,0.00480461
18.560000,0.0092495
18.570000,0.00294315
18.580000,-0.00426861
18.590000,-0.00627602
18.600000,-0.00370946
18.610000,-0.000779857
18.620000,-0.00106614
18.630000,-0.000646934
18.640000,0.00326679
18.650000,0.00706656
18.660000,0.00797017
18.670000,0.00862447
18.680000,0.00961387
18.690000,0.010167
18.700000,0.0127137
18.710000,0.016667
18.720000,0.0202209
18.730000,0.0242379
18.740000,0.0279158
18.750000,0.0273373
18.760000,0.021229
18.770000,0.0147592
18.780000,0.0114377
18.790000,0.00730199
18.800000,-0.00190726
18.810000,-0.0148207
18.820000,-0.0218291
18.830000,-0.0193287
18.840000,-0.0167834
18.850000,-0.0151565
18.860000,-0.0114228
18.870000,-0.00912139
18.880000,-0.00761622
18.890000,-0.00430299
18.900000,-0.00113187
18.910000,-0.00302493
18.920000,-0.00900182
18.930000,-0.0192145
18.940000,-0.0316071
18.950000,-0.0347411
18.960000,-0.0340529
18.970000,-0.0339234
18.980000,-0.0295541
18.990000,-0.0265846
19.000000,-0.0249878
19.010000,-0.0235246
19.020000,-0.0201899
19.030000,-0.0107939
19.040000,0.00136472
19.050000,0.0163834
19.060000,0.0335399
19.070000,0.0431559
19.080000,0.0425156
19.090000,0.0450229
19.100000,0.0539928
19.110000,0.0517906
19.120000,0.0312599
19.130000,0.00409464
19.140000,-0.0191868
19.150000,-0.0365451
19.160000,-0.0440903
19.170000,-0.0431498
19.180000,-0.0445319
19.190000,-0.040923
19.200000,-0.0264911
19.210000,-0.018596
19.220000,-0.0160185
19.230000,-0.0048308
19.240000,0.00697818
19.250000,0.0137421
19.260000,0.0204575
19.270000,0.0208814
19.280000,0.0138741
19.290000,0.012481
19.300000,0.015295
19.310000,0.0101039
19.320000,0.000866898
19.330000,-0.00557071
19.340000,-0.0093499
19.350000,-0.00634087
19.360000,-5.12088e-05
19.370000,-0.000381054
19.380000,-0.00940573
19.390000,-0.0190682
19.400000,-0.0206109
19.410000,-0.0183019
19.420000,-0.0155012
19.430000,-0.00982125
19.440000,-0.00404451
19.450000,0.000527786
19.460000,0.00617919
19.470000,0.0100017
19.480000,0.0110782
19.490000,0.0155724
19.500000,0.0243321
19.510000,0.0321302
19.520000,0.0323372
19.530000,0.0242233
19.540000,0.0151278
19.550000,0.00751305
19.560000,0.000309558
19.570000,-0.00397747
19.580000,-0.00561879
19.590000,-0.00908222
19.600000,-0.015939
19.610000,-0.0219542
19.620000,-0.0244505
19.630000,-0.0268555
19.640000,-0.0277135
19.650000,-0.0214312
19.660000,-0.0125998
19.670000,-0.00657157
19.680000,0.000860773
19.690000,0.00938179
19.700000,0.0127377
19.710000,0.0127518
19.720000,0.0147585
19.730000,0.015555
19.740000,0.0108143
19.750000,0.0038218
19.760000,0.00266661
19.770000,0.00916875
19.780000,0.0125177
19.790000,0.00687703
19.800000,-0.000821318
19.810000,-0.00486659
19.820000,-0.004658
19.830000,-0.00443687
19.840000,-0.0105165
19.850000,-0.0201801
19.860000,-0.0243415
19.870000,-0.0194789
19.880000,-0.0099767
19.890000,-0.00107904
19.900000,-0.000642477
19.910000,-0.00967523
19.920000,-0.015326
19.930000,-0.0167106
19.940000,-0.0146915
19.950000,-0.00687813
19.960000,-0.00188895
19.970000,0.00135683
19.980000,0.00789448
19.990000,0.0147633
20.000000,0.018529
20.010000,0.0173141
20.020000,0.0141513
20.030000,0.00661592
20.040000,-0.00578535
20.050000,-0.0121617
20.060000,-0.0151383
20.070000,-0.0219041
20.080000,-0.0251613
20.090000,-0.0227207
20.100000,-0.0212697
20.110000,-0.0195176
20.120000,-0.013814
20.130000,-0.00815454
20.140000,-0.00322162
20.150000,0.00522911
20.160000,0.0164195
20.170000,0.0245309
20.180000,0.0236316
20.190000,0.0185343
20.200000,0.0167689
20.210000,0.0198724
20.220000,0.0256565
20.230000,0.0249068
20.240000,0.00709614
20.250000,-0.0201857
20.260000,-0.029318
20.270000,-0.0215606
20.280000,-0.0193044
20.290000,-0.0226827
20.300000,-0.0251184
20.310000,-0.026343
20.320000,-0.022202
20.330000,-0.00944971
20.340000,-0.00133606
20.350000,-0.00636294
20.360000,-0.0135657
20.370000,-0.0151148
20.380000,-0.00550415
20.390000,0.0111932
20.400000,0.0157103
20.410000,0.0106319
20.420000,0.0105988
20.430000,0.0133716
20.440000,0.0151851
20.450000,0.0171707
20.460000,0.0198524
20.470000,0.023189
20.480000,0.0237675
20.490000,0.0193818
20.500000,0.0144316
20.510000,0.0116145
20.520000,0.012838
20.530000,0.0147495
20.540000,0.0089183
20.550000,0.00131042
20.560000,-0.00232655
20.570000,-0.00741604
20.580000,-0.013612
20.590000,-0.0178659
20.600000,-0.0220181
20.610000,-0.0282257
20.620000,-0.0362773
20.630000,-0.0393763
20.640000,-0.0325421
20.650000,-0.0225431
20.660000,-0.0106394
20.670000,0.00683559
20.680000,0.02294
20.690000,0.0300988
20.700000,0.0315198
20.710000,0.0332707
20.720000,0.033544
20.730000,0.023882
20.740000,0.0106514
20.750000,0.00809393
20.760000,0.00757578
20.770000,0.00273592
20.780000,-0.001953
20.790000,-0.01021
20.800000,-0.0159854
20.810000,-0.012359
20.820000,-0.0090581
20.830000,-0.0109774
20.840000,-0.0122212
20.850000,-0.00706519
20.860000,0.00317114
20.870000,0.0124743
20.880000,0.0157502
20.890000,0.010155
20.900000,0.00133526
20.910000,-0.00552532
20.920000,-0.0083705
20.930000,-0.00759416
20.940000,-0.0105246
20.950000,-0.0174011
20.960000,-0.020621
20.970000,-0.0172054
20.980000,-0.0117524
20.990000,-0.00873156
21.000000,-0.00916126
21.010000,-0.0108438
21.020000,-0.00623642
21.030000,0.0022981
21.040000,0.0076134
21.050000,0.0106322
21.060000,0.0112187
21.070000,0.0114081
21.080000,0.0139432
21.090000,0.014326
21.100000,0.00865245
21.110000,0.000935184
21.120000,-0.00232378
21.130000,0.00252005
21.140000,0.0109189
21.150000,0.0153212
21.160000,0.0167995
21.170000,0.018522
21.180000,0.02033
21.190000,0.0217845
21.200000,0.0238565
21.210000,0.0256496
21.220000,0.0223998
21.230000,0.0152759
21.240000,0.00891666
21.250000,0.002539
21.260000,-0.00179785
21.270000,-0.00278653
21.280000,-0.00451857
21.290000,-0.00685253
21.300000,-0.00887016
21.310000,-0.0101472
21.320000,-0.00821319
21.330000,-0.00624551
21.340000,-0.00788619
21.350000,-0.00898077
21.360000,-0.00602998
21.370000,-0.00198137
21.380000,8.33924e-05
21.390000,0.00174047
21.400000,0.00538829
21.410000,0.0111242
21.420000,0.0162672
21.430000,0.0189904
21.440000,0.0219212
21.450000,0.0253816
21.460000,0.0250962
21.470000,0.0208681
21.480000,0.0164009
21.490000,0.0115352
21.500000,0.00518416
21.510000,-0.000889502
21.520000,-0.002302
21.530000,0.00232916
21.540000,0.00425856
21.550000,0.000996963
21.560000,0.00287367
21.570000,0.00991257
21.580000,0.0133184
21.590000,0.0117936
21.600000,0.00780647
21.610000,0.00381522
21.620000,-0.000936795
21.630000,-0.00870214
21.640000,-0.0133007
21.650000,-0.00950104
21.660000,-0.00436039
21.670000,-0.000890471
21.680000,0.00513214
21.690000,0.0104664
21.700000,0.0132787
21.710000,0.0174639
21.720000,0.0209229
21.730000,0.0187259
21.740000,0.0132702
21.750000,0.0113975
21.760000,0.0156998
21.770000,0.0230564
21.780000,0.0260221
21.790000,0.0176052
21.800000,0.00296552
21.810000,-0.00199102
21.820000,0.00434332
21.830000,0.00925695
21.840000,0.0103289
21.850000,0.00978162
21.860000,0.00756964
21.870000,0.00426012
21.880000,-0.00055185
21.890000,-0.00367134
21.900000,-0.0059952
21.910000,-0.0103962
21.920000,-0.0119488
21.930000,-0.00657782
21.940000,0.00286822
21.950000,0.00942966
21.960000,0.0134685
21.970000,0.0203247
21.980000,0.0272388
21.990000,0.0267682
22.000000,0.020245
22.010000,0.0141683
22.020000,0.00553135
22.030000,-0.0066835
22.040000,-0.0191458
22.050000,-0.0253355
22.060000,-0.0174896
22.070000,-0.0109675
22.080000,-0.0162925
22.090000,-0.0171966
22.100000,-0.0100734
22.110000,-0.00513909
22.120000,-0.00311473
22.130000,-0.000459813
22.140000,0.00183861
22.150000,-0.000240968
22.160000,-0.004811
22.170000,-0.00460265
22.180000,-0.000170209
22.190000,0.00231781
22.200000,0.00155661
22.210000,0.00015407
22.220000,-3.33481e-05
22.230000,0.00207536
22.240000,0.00429152
22.250000,-0.000240349
22.260000,-0.00895708
22.270000,-0.0124603
22.280000,-0.0134459
22.290000,-0.0152758
22.300000,-0.0146934
22.310000,-0.0153634
22.320000,-0.0172322
22.330000,-0.0149548
22.340000,-0.0120778
22.350000,-0.00944888
22.360000,-0.00327358
22.370000,0.00493271
22.380000,0.0109042
22.390000,0.0119253
22.400000,0.0102643
22.410000,0.00711738
22.420000,0.0012676
22.430000,-0.00585381
22.440000,-0.0107332
22.450000,-0.00735545
22.460000,0.00107604
22.470000,0.00230552
22.480000,-0.00213049
22.490000,-0.00260907
22.500000,-4.10859e-05
22.510000,0.000717344
22.520000,0.000172237
22.530000,-3.16738e-05
22.540000,0.000647154
22.550000,0.00319073
22.560000,0.00629256
22.570000,0.00660437
22.580000,0.00325474
22.590000,-0.000628263
22.600000,-0.00317584
22.610000,-0.0046936
22.620000,-0.00552983
22.630000,-0.00679745
22.640000,-0.00873313
22.650000,-0.0109643
22.660000,-0.0136919
22.670000,-0.0158783
22.680000,-0.0141863
22.690000,-0.0106033
22.700000,-0.0125751
22.710000,-0.0180088
22.720000,-0.0221796
22.730000,-0.0232803
22.740000,-0.0173256
22.750000,-0.00919563
22.760000,-0.00458817
22.770000,-0.00190041
22.780000,0.000476878
22.790000,0.00448153
22.800000,0.00995043
22.810000,0.0106365
22.820000,0.00513607
22.830000,-0.000772537
22.840000,-0.00723627
22.850000,-0.0103883
22.860000,-0.00644048
22.870000,-0.00414453
22.880000,-0.0070393
22.890000,-0.0109982
22.900000,-0.0170904
22.910000,-0.022313
22.920000,-0.0157787
22.930000,-0.0041754
22.940000,-0.00296007
22.950000,-0.00661865
22.960000,-0.00583951
22.970000,-0.00372647
22.980000,-0.00348652
22.990000,-0.00632796
23.000000,-0.0120771
23.010000,-0.0172195
23.020000,-0.0217613
23.030000,-0.0277581
23.040000,-0.0291474
23.050000,-0.0210138
23.060000,-0.0125436
23.070000,-0.00996694
23.080000,-0.00813028
23.090000,-0.0050586
23.100000,-0.00148678
23.110000,0.00554683
23.120000,0.013575
23.130000,0.0149577
23.140000,0.0116798
23.150000,0.0112871
23.160000,0.0147406
23.170000,0.0189701
23.180000,0.0221922
23.190000,0.0241756
23.200000,0.0234814
23.210000,0.0205551
23.220000,0.015074
23.230000,0.00568119
23.240000,-0.00332277
23.250000,-0.0130337
23.260000,-0.025463
23.270000,-0.0339794
23.280000,-0.0383983
23.290000,-0.0438543
23.300000,-0.0481416
23.310000,-0.048539
23.320000,-0.0456638
23.330000,-0.0358511
23.340000,-0.020763
23.350000,-0.0102271
23.360000,-0.00340308
23.370000,0.00434395
23.380000,0.0110015
23.390000,0.0174572
23.400000,0.02164
23.410000,0.0200938
23.420000,0.0195913
23.430000,0.021864
23.440000,0.0207017
23.450000,0.0183521
23.460000,0.0171715
23.470000,0.0135935
23.480000,0.00878798
23.490000,0.0045477
23.500000,0.0012254
23.510000,0.0012516
23.520000,0.00259443
23.530000,0.00290556
23.540000,0.00287046
23.550000,0.0018451
23.560000,0.000432796
23.570000,0.00041539
23.580000,0.00171881
23.590000,0.00332749
23.600000,0.00576303
23.610000,0.00877848
23.620000,0.0113762
23.630000,0.0127519
23.640000,0.010344
23.650000,0.00572087
23.660000,0.000208841
23.670000,-0.00639808
23.680000,-0.00930581
23.690000,-0.0091617
23.700000,-0.00938929
23.710000,-0.00925527
23.720000,-0.00805414
23.730000,-0.00422702
23.740000,0.00102267
23.750000,0.00535741
23.760000,0.0103094
23.770000,0.0152867
23.780000,0.016115
23.790000,0.0117436
23.800000,0.00632801
23.810000,0.00310639
23.820000,-0.000291141
23.830000,-0.00230092
23.840000,0.000770869
23.850000,0.00236
23.860000,-4.38467e-05
23.870000,0.000356464
23.880000,0.00337697
23.890000,0.00544209
23.900000,0.00700939
23.910000,0.00760764
23.920000,0.00765404
23.930000,0.00872384
23.940000,0.00855217
23.950000,0.00642085
23.960000,0.00492662
23.970000,0.00417933
23.980000,0.00360382
23.990000,0.00349587
24.000000,0.00355543
24.010000,0.00430008
24.020000,0.00630197
24.030000,0.00848665
24.040000,0.00843847
24.050000,0.00623215
24.060000,0.00475765
24.070000,0.00444028
24.080000,0.00417556
24.090000,0.0035177
24.100000,0.00233036
24.110000,0.00234596
24.120000,0.00517692
24.130000,0.00907661
24.140000,0.0128156
24.150000,0.0147472
24.160000,0.0131604
24.170000,0.0111059
24.180000,0.0111298
24.190000,0.0128933
24.200000,0.0134865
24.210000,0.0115729
24.220000,0.0100316
24.230000,0.00939127
24.240000,0.00964291
24.250000,0.0106839
24.260000,0.0103461
24.270000,0.00679138
24.280000,0.000625721
24.290000,-0.00296373
24.300000,-0.00236053
24.310000,-0.00161397
24.320000,-0.00185803
24.330000,-0.00389788
24.340000,-0.00785107
24.350000,-0.00955898
24.360000,-0.00878271
24.370000,-0.00599036
24.380000,0.000730752
24.390000,0.00619134
24.400000,0.00627855
24.410000,0.00584716
24.420000,0.00899493
24.430000,0.0132076
24.440000,0.0165116
24.450000,0.0184096
24.460000,0.0149958
24.470000,0.00793987
24.480000,0.00622731
24.490000,0.0101694
24.500000,0.0124208
24.510000,0.0135885
24.520000,0.0168758
24.530000,0.0163805
24.540000,0.00715613
24.550000,-0.00155175
24.560000,-0.00397085
24.570000,-0.0084574
24.580000,-0.0180425
24.590000,-0.0291838
24.600000,-0.0344158
24.610000,-0.0285878
24.620000,-0.0240729
24.630000,-0.0267333
24.640000,-0.0247829
24.650000,-0.0138973
24.660000,-0.000476312
24.670000,0.00759975
24.680000,0.010939
24.690000,0.0144354
24.700000,0.0176507
24.710000,0.020317
24.720000,0.0202501
24.730000,0.0159091
24.740000,0.0117013
24.750000,0.00952497
24.760000,0.00757568
24.770000,0.00407782
24.780000,-0.0005821
24.790000,-0.00383875
24.800000,-0.00613691
24.810000,-0.00916994
24.820000,-0.0124859
24.830000,-0.0157917
24.840000,-0.019183
24.850000,-0.0224497
24.860000,-0.025669
24.870000,-0.0260885
24.880000,-0.0218914
24.890000,-0.0177429
24.900000,-0.0141284
24.910000,-0.00755096
24.920000,-0.000762927
24.930000,0.00375531
